,name,price,kms_driven,fuel_type,city,year
1588,MG Hector Sharp,14.5,35000,Hybrid,Delhi,2020
1589,BMW 5 Series,32.95,53971,Diesel,Thane,2017
1590,Toyota Fortuner 4X4,39.5,53834,Diesel,Kolkata,2021
1591,Tata Nexon XZ,10.67,30356,Petrol,Chennai,2020
1592,Maruti Suzuki Ciaz,9.1,76000,Diesel,Hyderabad,2019
1593,Hyundai Santro Xing,2.6,79800,Petrol,Ambattur,2013
1594,Maruti Suzuki Alto,4.02,4958,Petrol,Delhi,2021
1595,Hyundai Creta 1.6,11.75,70000,Petrol,Ahmedabad,2019
1596,Hyundai Santro Magna,5.62,24669,Petrol,Pune,2020
1597,Land Rover Range,22.5,89000,Diesel,Ahmedabad,2014
1598,Hyundai Grand i10,3.85,42228,Petrol,Delhi,2014
1599,Hyundai Creta E,9.39,40544,Petrol,Bangalore,2016
1600,Maruti Suzuki Vitara,11.25,19608,Petrol,Bangalore,2020
1601,Maruti Suzuki Celerio,3.95,41058,Petrol,Delhi,2016
1602,BMW 3 Series,10.9,65000,Diesel,Ahmedabad,2013
1603,Maruti Suzuki Ciaz,6.35,38773,Petrol,Mumbai,2017
1604,Mercedes-Benz E-Class E,44.37,49700,Diesel,Ahmedabad,2018
1605,Tata Nexon XZA,8.66,31585,Petrol,Pune,2018
1606,Maruti Suzuki Wagon,3.6,86866,Petrol,Kolkata,2015
1607,Skoda Superb L&K,19.95,56341,Diesel,Mumbai,2017
1608,Honda City V,6.69,53206,Petrol,Bangalore,2015
1609,Hyundai Grand i10,4.75,18000,Petrol,Ahmedabad,2017
1610,Hyundai Elite i20,6.85,63379,Diesel,Mumbai,2016
1611,Honda City VX,7.5,48900,Petrol,Ahmedabad,2015
1612,Hyundai Creta 1.6,8.56,41951,Petrol,Delhi,2016
1613,Tata Safari XZ,19.45,22889,Diesel,Kolkata,2021
1614,Kia Seltos HTK,11.43,19970,Petrol,Pune,2019
1615,Maruti Suzuki Alto,3.5,44706,Petrol,Hyderabad,2018
1616,Honda City ZX,1.8,83920,Petrol,Pune,2008
1617,Audi A4 Technology,39.5,45760,Petrol,Ahmedabad,2021
1618,Hyundai Verna SX,8.9,56040,Diesel,Mumbai,2017
1619,Maruti Suzuki S-Presso,4.76,64,Petrol,Delhi,2021
1620,Maruti Suzuki Dzire,6.9,51500,Petrol,Ahmedabad,2019
1621,Honda City Anniversary,11.3,36040,Petrol,Pune,2018
1622,Maruti Suzuki Alto,1.99,34579,Petrol,Pune,2012
1623,Hyundai Elite i20,4.61,40875,Petrol,Kolkata,2015
1624,Hyundai i20 Active,6.73,31622,Petrol,Hyderabad,2017
1625,Ford EcoSport Titanium,8.99,36600,Diesel,Bangalore,2017
1626,Audi A6 2.0,13.5,29000,Diesel,Kolkata,2013
1627,Skoda Rapid Ambition,9.8,41443,Diesel,Hyderabad,2019
1628,Ford EcoSport Titanium,6.25,62926,Petrol,Mumbai,2016
1629,Maruti Suzuki Wagon,3.84,55486,Petrol,Kolkata,2017
1630,Hyundai Grand i10,6.25,36053,Petrol,Ahmedabad,2020
1631,Honda Jazz V,7.7,17922,Petrol,Pune,2019
1632,Kia Seltos HTK,16.85,8963,Petrol,Thane,2022
1633,Honda City V,8.91,20143,Petrol,Bangalore,2018
1634,Maruti Suzuki Swift,4.75,66000,Petrol,Thane,2013
1635,Maruti Suzuki Estilo,99.0,29012,Petrol,Kolkata,2008
1636,Honda City V,8.35,40547,Petrol,Mumbai,2018
1637,Honda City VX,6.8,80815,Petrol,Mumbai,2016
1638,Maruti Suzuki Swift,6.06,24858,Petrol,Bangalore,2017
1639,Isuzu MU-X 4x2,17.91,96095,Diesel,Thane,2017
1640,Maruti Suzuki Wagon,3.23,54095,Petrol,Pune,2014
1641,MINI Cooper Countryman,20.0,69446,Petrol,Hyderabad,2014
1642,Maruti Suzuki Alto,2.1,127000,Petrol,Kolkata,2012
1643,Hyundai Creta SX,17.0,12500,Petrol + 1,Poonamallee,2020
1644,Maruti Suzuki Dzire,7.99,59597,Petrol,Bangalore,2018
1645,Maruti Suzuki Wagon,5.35,18855,Petrol,Thane,2019
1646,Maruti Suzuki Swift,7.45,41528,Petrol,Bangalore,2018
1647,Maruti Suzuki Swift,5.51,35166,Petrol,Hyderabad,2019
1648,Fiat Abarth Punto,8.97,26762,Petrol,Bangalore,2015
1649,Audi Q5 2.0,22.88,58670,Diesel,Ahmedabad,2014
1650,Hyundai Grand i10,5.75,29964,Petrol,Mumbai,2017
1651,Land Rover Range,77.0,5600,Petrol,Thane,2021
1652,Maruti Suzuki Alto,2.89,20572,Petrol,Delhi,2017
1653,Tata Tiago Revotron,4.53,44296,Petrol,Chennai,2018
1654,Mahindra KUV100 NXT,7.0,12000,Petrol,Hyderabad,2020
1655,Maruti Suzuki Alto,2.91,39262,Petrol,Pune,2017
1656,Hyundai Santro Xing,1.42,46733,Petrol,Kolkata,2010
1657,Volkswagen Polo Highline1.2L,6.99,39200,Petrol,Bangalore,2016
1658,Hyundai Creta 1.6,9.64,67981,Petrol,Pune,2016
1659,Honda City ZX,12.49,66729,Petrol,Bangalore,2020
1660,Mercedes-Benz CLA 200,25.5,13137,Petrol,Mumbai,2017
1661,Volkswagen Polo Highline1.2L,3.0,47000,Petrol,Kolkata,2013
1662,Volvo XC90 D5,45.0,45000,Diesel,Kolkata,2018
1663,Mahindra XUV300 1.5,12.99,36770,Diesel,Bangalore,2019
1664,Isuzu D-Max V-Cross,16.95,67970,Diesel,Bangalore,2017
1665,Honda City SV,6.58,46910,Petrol,Pune,2015
1666,Honda Jazz S,6.85,34231,Petrol,Bangalore,2015
1667,Tata Safari XZA,23.95,13594,Diesel,Bangalore,2021
1668,Hyundai Venue SX,9.25,43000,Diesel,Ahmedabad,2020
1669,Honda City VX,7.35,82953,Petrol,Chennai,2016
1670,Tata Safari Storme,5.75,65000,Diesel,Kolkata,2014
1671,Audi A4 2.0,14.9,86830,Diesel,Hyderabad,2013
1672,Hyundai Creta S,16.0,72305,Diesel,Hyderabad,2021
1673,Honda City V,6.8,55201,Diesel,Hyderabad,2015
1674,Maruti Suzuki Ciaz,7.31,37799,Petrol,Thane,2017
1675,Maruti Suzuki Wagon,2.95,24628,Petrol,Bangalore,2011
1676,Honda WR-V SV,7.75,24000,Petrol,Ahmedabad,2020
1677,Maruti Suzuki S-Cross,11.5,34514,Diesel,Hyderabad,2019
1678,Mahindra XUV500 W10,10.5,89000,Diesel,Thane,2016
1679,Toyota Innova Crysta,19.0,108810,Diesel,Ahmedabad,2018
1680,Maruti Suzuki Wagon,5.56,3810,Petrol,Delhi,2021
1681,Jeep Compass Longitude,15.4,43922,Diesel,Thane,2019
1682,Maruti Suzuki Celerio,6.15,36560,CNG,Thane,2020
1683,Hyundai i10 Sportz,4.55,48137,Petrol,Hyderabad,2014
1684,Honda City V,7.95,44415,Petrol,Thane,2017
1685,Jeep Compass Limited,17.99,64683,Diesel,Bangalore,2019
1686,Honda Amaze 1.2,3.95,38885,Petrol,Mumbai,2014
1687,Maruti Suzuki Baleno,7.11,69886,Petrol,Mumbai,2019
1688,Toyota Land Cruiser,70.0,152000,Diesel,Pune,2011
1689,Hyundai Verna Fluidic,10.11,31726,Petrol,Pune,2018
1690,Maruti Suzuki S-Presso,4.4,75258,Petrol,Hyderabad,2020
1691,Honda City 1.5,3.25,77000,Petrol,Noida,2010
1692,Maruti Suzuki Swift,4.11,34551,Petrol,Delhi,2015
1693,Hyundai Creta 1.6,11.57,53459,Diesel,Hyderabad,2017
1694,Maruti Suzuki S-Cross,9.14,11729,Petrol,Kolkata,2020
1695,Hyundai i20 Sportz,9.5,11000,Diesel,Ahmedabad,2022
1696,Maruti Suzuki Swift,4.1,75000,Petrol,Noida,2014
1697,Toyota Urban Cruiser,12.56,15412,Petrol,Pune,2022
1698,Honda City V,7.93,70233,Petrol,Delhi,2017
1699,Honda Brio S,3.45,53000,Petrol,Ahmedabad,2013
1700,Skoda Rapid Ambition,5.25,60000,Petrol,Hyderabad,2014
1701,Maruti Suzuki Swift,5.57,54489,Petrol,Chennai,2017
1702,Chevrolet Tavera Neo,7.95,95000,Diesel,Thane,2016
1703,Toyota Corolla Altis,12.75,25000,Petrol,Mumbai,2017
1704,Nissan Kicks XV,12.65,31387,Petrol,Hyderabad,2020
1705,Maruti Suzuki Celerio,6.1,23225,CNG,Thane,2020
1706,Hyundai Grand i10,4.94,35705,Petrol,Delhi,2017
1707,Honda City VX,6.8,41000,Diesel,Kolkata,2015
1708,Maruti Suzuki Alto,3.36,44042,Petrol,Pune,2015
1709,Audi Q7 45,52.0,48000,Diesel,Pune,2017
1710,Maruti Suzuki Alto,2.99,72171,Petrol,Bangalore,2014
1711,Renault Triber RXZ,6.7,20555,Petrol,Pune,2020
1712,Maruti Suzuki Swift,6.5,3168,Petrol,Kolkata,2019
1713,Tata Tiago Revotron,4.75,47751,Petrol,Noida,2018
1714,Maruti Suzuki Alto,2.01,52151,Petrol,Delhi,2010
1715,Hyundai Venue SX,9.83,40655,Diesel,Delhi,2019
1716,Maruti Suzuki Swift,4.27,82914,Diesel,Kolkata,2017
1717,Volkswagen Vento Highline,4.7,83501,Diesel,Hyderabad,2013
1718,Hyundai Elite i20,5.49,61900,Petrol,Gurgaon,2015
1719,Hyundai Creta SX,10.93,37630,Diesel,Kolkata,2018
1720,Hyundai Verna SX,11.79,63994,Petrol,Bangalore,2020
1721,Maruti Suzuki S-Cross,8.75,58000,Diesel,Thane,2018
1722,Honda City VX,9.5,25000,Petrol,Pallikarnai,2017
1723,Honda City V,7.45,33246,Petrol,Mumbai,2017
1724,Ford EcoSport Titanium,8.25,42071,Diesel,Bangalore,2016
1725,Jaguar XE Prestige,32.99,29999,Diesel,Bangalore,2017
1726,Renault Kwid RXT,3.15,15507,Petrol,Thane,2017
1727,Maruti Suzuki Dzire,7.64,15805,Diesel,Bangalore,2018
1728,Maruti Suzuki Celerio,3.85,63931,Petrol,Noida,2014
1729,Maruti Suzuki Wagon,5.5,31295,Petrol,Hyderabad,2019
1730,Hyundai Creta SX,10.25,130000,Diesel,Ahmedabad,2017
1731,Maruti Suzuki S-Cross,11.56,9400,Petrol,Ahmedabad,2021
1732,Hyundai Creta SX,8.55,39000,Petrol,Thane,2015
1733,Maruti Suzuki Baleno,5.82,24749,Petrol,Kolkata,2018
1734,Maruti Suzuki Vitara,12.75,21986,Petrol,Bangalore,2020
1735,BMW 5 Series,15.0,81000,Diesel,Ahmedabad,2012
1736,Volkswagen Vento Highline,12.0,37230,Petrol,Hyderabad,2021
1737,Hyundai Verna EX,5.25,35856,Petrol,Delhi,2014
1738,Skoda Yeti Ambiente,6.0,137849,Diesel,Hyderabad,2011
1739,Renault Kwid 1.0,4.52,19927,Petrol,Bangalore,2019
1740,Nissan Sunny XL,2.49,56000,Petrol,Kolkata,2012
1741,BMW 5 Series,33.0,41296,Diesel,Mumbai,2017
1742,Honda Amaze 1.2,4.45,63882,Petrol,Mumbai,2016
1743,Honda Brio V,3.51,39276,Petrol,Mumbai,2014
1744,Hyundai Creta S,13.25,16000,Petrol,Thane,2021
1745,Maruti Suzuki Baleno,4.83,57052,Petrol,Kolkata,2016
1746,Maruti Suzuki Vitara,10.22,50802,Diesel,Pune,2019
1747,Hyundai i20 Magna,3.75,45195,Petrol,Mumbai,2014
1748,Maruti Suzuki Wagon,4.2,86955,CNG,Pune,2018
1749,Kia Sonet GTX,11.04,20879,Petrol,Kolkata,2020
1750,Hyundai Elite i20,5.95,5000,Petrol,Thane,2016
1751,Maruti Suzuki Wagon,2.99,44480,Petrol,Kolkata,2014
1752,Hyundai Santro Sportz,5.29,39717,CNG,Pune,2018
1753,Mahindra TUV300 T8,6.23,32549,Diesel,Kolkata,2017
1754,Skoda Laura Ambition,4.25,140037,Diesel,Mumbai,2013
1755,Mahindra Thar LX,15.75,10900,Petrol,Ahmedabad,2020
1756,Audi Q3 35,14.9,90000,Diesel,Ahmedabad,2015
1757,Maruti Suzuki XL6,9.9,38598,Petrol,Thane,2020
1758,Toyota Innova Crysta,21.5,12039,Diesel,Ahmedabad,2020
1759,Tata Tigor EV,11.35,17294,Electric,Thane,2021
1760,Skoda Superb Elegance,8.0,135000,Petrol + 1,Thiruvallur,2010
1761,Maruti Suzuki Swift,6.95,46027,Petrol,Hyderabad,2019
1762,Renault Duster RXL,4.8,46525,Petrol,Pune,2014
1763,Tata Harrier XZ,15.51,24500,Diesel,Ahmedabad,2019
1764,Honda City VX,7.75,48793,Petrol,Thane,2016
1765,Hyundai i10 Sportz,3.25,85500,Petrol,Thane,2014
1766,Maruti Suzuki Swift,6.89,34088,Petrol,Bangalore,2017
1767,Maruti Suzuki Baleno,7.19,19921,Petrol,Pune,2019
1768,Honda Brio V,2.39,75000,Petrol,Ahmedabad,2012
1769,Maruti Suzuki Alto,2.6,99203,Petrol,Hyderabad,2012
1770,Jeep Compass Limited,13.5,57000,Diesel,Ahmedabad,2019
1771,Hyundai Grand i10,4.75,34810,LPG,Bangalore,2015
1772,Maruti Suzuki Ciaz,8.45,35829,Petrol,Mumbai,2018
1773,Audi A4 2.0,13.5,89332,Diesel,Ahmedabad,2013
1774,Audi Q7 45,54.0,22000,Diesel,Kolkata,2019
1775,Maruti Suzuki Vitara,8.21,59706,Diesel,Mumbai,2016
1776,BMW X1 sDrive20d,8.0,75000,Diesel,Ahmedabad,2011
1777,Hyundai Elite i20,5.94,58262,Diesel,Delhi,2018
1778,Kia Sonet HTK,15.5,9914,Diesel,Thane,2021
1779,Hyundai Grand i10,4.96,81298,Petrol,Pune,2015
1780,BMW X1 sDrive20d,37.85,29221,Diesel,Bangalore,2019
1781,Hyundai Creta E,8.29,34766,Petrol,Mumbai,2017
1782,Maruti Suzuki Wagon,3.41,20138,Petrol,Hyderabad,2014
1783,Honda WR-V VX,6.49,47000,Petrol,Kolkata,2017
1784,Hyundai Grand i10,6.59,27113,Petrol,Bangalore,2019
1785,Maruti Suzuki Wagon,6.99,7506,Petrol,Bangalore,2020
1786,Toyota Innova Crysta,18.9,48969,Diesel,Thane,2018
1787,Honda Amaze 1.2,5.85,77200,Petrol,Thane,2018
1788,Hyundai Grand i10,5.41,34258,Petrol,Mumbai,2016
1789,Hyundai Elite i20,4.46,54136,Petrol,Kolkata,2015
1790,Hyundai Elite i20,6.75,28000,Petrol,Ahmedabad,2017
1791,Volkswagen Vento Comfortline,5.5,56000,Diesel,Thane,2014
1792,MG Hector Plus,17.0,19000,Petrol,Kolkata,2021
1793,Maruti Suzuki Wagon,4.67,84065,Petrol,Pune,2018
1794,Maruti Suzuki Ertiga,10.45,37523,Petrol,Mumbai,2019
1795,Maruti Suzuki Wagon,4.06,64942,CNG,Delhi,2017
1796,Maruti Suzuki Vitara,8.75,82000,Diesel,Ahmedabad,2018
1797,Hyundai i20 Magna,2.59,41123,Petrol,Delhi,2011
1798,Chevrolet Cruze LTZ,6.9,72000,Diesel,Ahmedabad,2015
1799,Maruti Suzuki Ritz,3.21,65247,Petrol,Delhi,2014
1800,Honda Brio VX,5.75,56861,Petrol,Ahmedabad,2017
1801,Hyundai Grand i10,5.45,41100,Petrol,Ahmedabad,2018
1802,Maruti Suzuki Wagon,2.99,56932,Petrol,Kolkata,2014
1803,Toyota Camry Hybrid,18.9,20000,Petrol,Kolkata,2017
1804,Honda City VX,14.5,4275,Petrol,Thane,2021
1805,Hyundai Elite i20,5.91,20281,Petrol,Mumbai,2017
1806,Maruti Suzuki Baleno,5.68,46310,Petrol,Kolkata,2019
1807,Maruti Suzuki Ritz,2.5,60000,Petrol,Kolkata,2014
1808,Tata Nexon XT,6.9,16449,Petrol,Kolkata,2018
1809,Jeep Compass Limited,18.75,27000,Petrol,Mumbai,2019
1810,Tata Tigor Revotron,7.09,15122,Petrol,Chennai,2021
1811,Hyundai Grand i10,5.69,5221,Petrol,Bangalore,2015
1812,Hyundai Grand i10,5.95,35000,Petrol,Thane,2016
1813,Toyota Corolla Altis,10.25,67800,Petrol,Pallikarnai,2015
1814,Hyundai Creta E,10.5,34841,Petrol,Hyderabad,2018
1815,Maruti Suzuki Ciaz,7.15,22217,Petrol,Ahmedabad,2017
1816,Tata Tiago XZ,6.79,17817,Petrol,Bangalore,2020
1817,Kia Seltos HTX,15.45,13969,Petrol,Bangalore,2020
1818,Hyundai i20 Asta,9.6,13626,Petrol,Thane,2021
1819,Maruti Suzuki Wagon,3.32,31316,Petrol,Kolkata,2014
1820,Maruti Suzuki Dzire,7.25,7050,Diesel,Thane,2018
1821,Honda City 1.5,3.95,74000,Petrol,Mumbai,2012
1822,Hyundai Elite i20,8.01,24737,Petrol,Delhi,2019
1823,Maruti Suzuki Vitara,9.45,29147,Diesel,Hyderabad,2019
1824,Hyundai Creta E,9.7,48976,Diesel,Pune,2017
1825,Hyundai Creta SX,9.25,39240,Petrol,Thane,2017
1826,Maruti Suzuki Alto,2.81,70153,Petrol,Kolkata,2018
1827,Hyundai Elite i20,6.75,16398,Petrol,Thane,2019
1828,Honda Amaze 1.2,3.9,65636,Petrol,Pune,2014
1829,Hyundai Elite i20,5.75,30000,Petrol,Kolkata,2017
1830,Hyundai i10 Magna,2.45,26916,Petrol,Thane,2012
1831,Hyundai Grand i10,5.4,34000,Petrol,Thane,2019
1832,Hyundai Venue SX,11.5,16100,Diesel,Ambattur,2021
1833,Honda City SV,6.5,36623,Petrol,Thane,2015
1834,Maruti Suzuki Eeco,6.45,1374,CNG,Mumbai,2021
1835,Honda City ZX,15.9,12372,Petrol,Hyderabad,2021
1836,Maruti Suzuki Ciaz,8.5,10200,Petrol,Kolkata,2020
1837,Maruti Suzuki S-Presso,4.65,28224,Petrol,Mumbai,2020
1838,Maruti Suzuki Wagon,4.51,45116,CNG,Pune,2017
1839,Mercedes-Benz CLA 200,25.9,37000,Petrol,Ahmedabad,2018
1840,MG Hector Sharp,18.75,14000,Petrol,Mumbai,2021
1841,Honda City V,7.3,59053,Petrol,Ahmedabad,2017
1842,Audi A4 2.0,15.0,73562,Diesel,Hyderabad,2012
1843,Mercedes-Benz GLE 350,38.5,75176,Diesel,Hyderabad,2015
1844,Toyota Corolla Altis,13.94,34316,Petrol,Kolkata,2018
1845,Hyundai Elite i20,7.79,42825,Petrol,Bangalore,2018
1846,Toyota Innova Crysta,29.75,23439,Diesel,Thane,2021
1847,Jeep Grand Cherokee,53.0,47300,Petrol,Kolkata,2017
1848,MG ZS EV,19.19,57946,Electric,Bangalore,2020
1849,Mahindra Marazzo M6,14.85,36700,Diesel,Chennai,2021
1850,Land Rover Range,1.36,36000,Diesel,Bangalore,2019
1851,Maruti Suzuki Wagon,4.11,19021,Petrol,Kolkata,2018
1852,Toyota Etios Liva,5.4,65243,Diesel,Bangalore,2013
1853,Kia Seltos GTX,18.5,68700,Diesel,Hyderabad,2020
1854,MG Hector Sharp,16.99,28679,Diesel,Bangalore,2019
1855,Tata Nexon XM,9.29,27499,Petrol,Chennai,2020
1856,Maruti Suzuki Vitara,7.0,86908,Diesel,Thane,2016
1857,Volkswagen Passat 1.8L,3.35,55460,Petrol,Kolkata,2010
1858,Ford EcoSport Titanium,6.79,54310,Petrol,Mumbai,2017
1859,Honda City ZX,10.09,58165,Petrol,Pune,2017
1860,Mercedes-Benz GLE 300d,86.0,34000,Diesel,Pune,2020
1861,Kia Sonet GTX,12.5,12800,Petrol,Ahmedabad,2022
1862,Hyundai Accent Executive,2.7,57704,Petrol,Hyderabad,2011
1863,Honda City ZX,16.06,6116,Petrol,Pune,2022
1864,Honda Brio S,2.95,81000,Petrol,Noida,2013
1865,MG Astor Sharp,15.49,2200,Petrol,Bangalore,2022
1866,Mahindra Marazzo M2,11.36,9238,Diesel,Kolkata,2021
1867,Hyundai Verna Fluidic,3.91,84344,Petrol,Delhi,2013
1868,Tata Harrier XZ,16.95,47082,Diesel,Bangalore,2019
1869,Hyundai i20 Asta,4.3,41429,Petrol,Pune,2012
1870,Hyundai Xcent SX,5.0,73000,Diesel + 1,Thiruvallur,2015
1871,Maruti Suzuki Swift,6.1,62000,Diesel,Thane,2017
1872,Ford EcoSport Trend,4.51,74529,Diesel,Kolkata,2014
1873,Skoda Rapid TSI,11.25,46807,Petrol,Bangalore,2020
1874,Hyundai Grand i10,5.7,25971,Petrol,Thane,2017
1875,Maruti Suzuki Dzire,6.11,43100,Petrol,Ahmedabad,2018
1876,MG Gloster Savvy,42.85,20264,Diesel,Thane,2021
1877,Maruti Suzuki Ciaz,6.5,75000,Petrol,Thane,2016
1878,Honda City V,8.15,20580,Petrol,Kolkata,2019
1879,Hyundai Creta 1.6,11.67,28596,Petrol,Delhi,2019
1880,Honda Amaze 1.2,5.09,48333,Petrol,Bangalore,2014
1881,Mahindra XUV500 W6,9.5,74000,Diesel,Ahmedabad,2017
1882,Toyota Corolla H2,2.0,140000,Petrol,Pallikarnai,2005
1883,Maruti Suzuki Vitara,7.4,42000,Diesel,Thane,2016
1884,Honda Jazz V,5.9,26786,Petrol,Mumbai,2016
1885,Maruti Suzuki Celerio,4.43,36415,Petrol,Pune,2016
1886,Mercedes-Benz GLE 250,54.0,42000,Diesel,Pune,2018
1887,Honda City ZX,15.11,7747,Petrol,Mumbai,2021
1888,Maruti Suzuki Swift,7.34,18619,Petrol,Pune,2019
1889,Mercedes-Benz GLE 350,47.0,55000,Diesel,Ahmedabad,2017
1890,Hyundai i10 Sportz,3.45,36000,Petrol,Mumbai,2012
1891,Renault Kwid 1.0,4.75,2066,Petrol,Mumbai,2020
1892,Audi Q2 Premium,30.5,10700,Petrol,Ahmedabad,2020
1893,Maruti Suzuki Dzire,6.6,48000,Petrol,Thane,2018
1894,Maruti Suzuki Baleno,4.98,48702,Petrol,Delhi,2016
1895,Honda City V,6.75,87693,Petrol,Pune,2016
1896,Tata Nexon XMA,10.25,14836,Petrol,Ahmedabad,2021
1897,Tata Harrier Kaziranga,22.9,16000,Diesel,Ahmedabad,2022
1898,Hyundai Elite i20,7.21,53864,Petrol,Bangalore,2018
1899,Hyundai Elite i20,8.39,14546,Petrol,Bangalore,2019
1900,Honda Amaze 1.2,5.05,87150,Petrol,Pune,2017
1901,Maruti Suzuki Celerio,5.25,50889,CNG,Pune,2018
1902,Toyota Etios G,2.75,70000,Petrol,Noida,2011
1903,Audi A4 35,32.75,47555,Diesel,Bangalore,2018
1904,Datsun redi-GO T,2.7,63225,Petrol,Hyderabad,2016
1905,Mahindra KUV100 NXT,4.92,60132,Petrol,Kolkata,2020
1906,BMW 5 Series,20.99,42465,Diesel,Kolkata,2016
1907,Mercedes-Benz C-Class 220,10.95,64304,Diesel,Kolkata,2013
1908,Audi A6 35,24.0,79059,Diesel,Ahmedabad,2016
1909,Hyundai Grand i10,7.25,18590,CNG,Thane,2021
1910,Hyundai Creta 1.6,8.75,75000,Diesel,Delhi,2016
1911,Jeep Compass Longitude,14.99,70400,Diesel,Bangalore,2017
1912,Honda City V,7.6,79938,Petrol,Thane,2017
1913,Mahindra XUV300 1.5,13.0,70000,Diesel,Hyderabad,2019
1914,MG Gloster Savvy,41.99,24600,Diesel,Bangalore,2020
1915,Maruti Suzuki Baleno,5.24,56800,Petrol,Delhi,2016
1916,Maruti Suzuki Vitara,8.25,48174,Diesel,Thane,2018
1917,Volkswagen Polo GT,9.25,52000,Petrol,Hyderabad,2019
1918,Renault Captur RXT,6.9,34000,Petrol,Mumbai,2018
1919,BMW X1 sDrive20d,39.0,16000,Diesel,Hyderabad,2019
1920,Maruti Suzuki Ritz,3.45,92000,Diesel,Hyderabad,2012
1921,Maruti Suzuki Alto,2.69,70661,Petrol,Pune,2015
1922,Hyundai Verna SX,11.5,11000,Petrol,Kolkata,2021
1923,Maruti Suzuki Swift,5.5,89000,Diesel,Chennai,2014
1924,Ford Endeavour Titanium,31.43,45000,Diesel,Delhi,2018
1925,Mercedes-Benz GLA 200,21.75,53000,Petrol,Mumbai,2017
1926,Nissan Terrano XL,5.75,85000,Diesel,Mumbai,2015
1927,Maruti Suzuki Swift,3.34,46000,Petrol,Ahmedabad,2012
1928,Maruti Suzuki Dzire,6.75,45000,Petrol,Kolkata,2021
1929,Jeep Compass Limited,13.41,48381,Petrol,Thane,2018
1930,Hyundai Grand i10,4.82,20225,Petrol,Delhi,2018
1931,Toyota Corolla Altis,16.5,25914,Petrol,Pune,2018
1932,Mercedes-Benz GLE 250,55.0,50012,Diesel,Ahmedabad,2018
1933,MG Hector Smart,14.99,9700,Petrol,Bangalore,2019
1934,Kia Seltos GTX,18.65,8000,Petrol,Mumbai,2021
1935,Hyundai Elite i20,6.2,47452,Petrol,Ahmedabad,2016
1936,Honda Jazz V,5.95,10861,Petrol,Hyderabad,2016
1937,Maruti Suzuki SX4,1.71,76000,CNG,Delhi,2010
1938,Maruti Suzuki A-Star,2.95,15000,Petrol,Ambattur,2013
1939,Mahindra Marazzo M6,11.37,10616,Diesel,Kolkata,2020
1940,Hyundai i20 Asta,11.95,10530,Petrol,Bangalore,2021
1941,Honda Civic 1.8S,3.49,62500,Petrol,Thane,2012
1942,Kia Seltos GTX,19.95,7358,Petrol,Bangalore,2021
1943,Citroen C5 Aircross,35.0,27000,Diesel,Hyderabad,2021
1944,Honda City 1.5,3.1,95000,Petrol,Mumbai,2010
1945,Hyundai Grand i10,4.15,36234,Petrol,Kolkata,2018
1946,Maruti Suzuki Alto,3.89,54765,CNG,Pune,2019
1947,Hyundai Grand i10,4.65,58000,Petrol,Thane,2017
1948,Hyundai Santro Sportz,5.89,13772,Petrol,Bangalore,2018
1949,Hyundai Grand i10,7.78,8423,CNG,Pune,2021
1950,Ford Endeavour Titanium,31.5,47000,Diesel,Mumbai,2018
1951,Hyundai Verna 1.6,10.9,45000,Diesel,Ahmedabad,2019
1952,Mahindra Scorpio VLX,6.15,127000,Diesel,Hyderabad,2014
1953,Honda City V,6.15,21946,Petrol,Thane,2015
1954,Hyundai Elite i20,5.51,91,Diesel,Ahmedabad,2015
1955,Ford EcoSport Titanium,4.34,59685,Diesel,Kolkata,2013
1956,Skoda Superb L&K,34.9,14500,Petrol,Pune,2021
1957,Maruti Suzuki Ertiga,10.8,65917,Diesel,Hyderabad,2018
1958,Maruti Suzuki Wagon,4.25,34124,Petrol,Kolkata,2018
1959,Maruti Suzuki Celerio,4.86,25834,Petrol,Delhi,2019
1960,Maruti Suzuki Alto,2.36,58073,Petrol,Delhi,2014
1961,Maruti Suzuki Wagon,3.57,52002,Petrol,Bangalore,2013
1962,Hyundai Tucson GLS,19.9,17852,Diesel,Ahmedabad,2018
1963,Volkswagen Tiguan Highline,24.95,41797,Diesel,Thane,2018
1964,Jaguar XF 2.2,19.5,36000,Diesel,Kolkata,2014
1965,Honda Amaze 1.2,5.21,37206,Petrol,Pune,2016
1966,Maruti Suzuki Wagon,3.35,106900,CNG,Thane,2013
1967,Hyundai Elite i20,6.4,46000,Petrol,Thane,2017
1968,BMW X4 xDrive20d,62.5,13600,Diesel,Ahmedabad,2020
1969,Maruti Suzuki Vitara,7.35,69812,Diesel,Delhi,2018
1970,Maruti Suzuki Vitara,8.01,33747,Diesel,Delhi,2019
1971,Hyundai Grand i10,3.6,36122,Petrol,Kolkata,2015
1972,Maruti Suzuki Wagon,4.75,38447,Petrol,Thane,2019
1973,Hyundai Elite i20,6.35,18000,Petrol,Thane,2017
1974,Hyundai i10 Magna,2.95,63000,Petrol,Mumbai,2013
1975,Hyundai Grand i10,7.12,24736,Petrol,Pune,2020
1976,Ford Endeavour Titanium,31.89,25160,Diesel,Delhi,2018
1977,Audi Q3 35,21.5,76840,Diesel,Hyderabad,2016
1978,BMW X1 sDrive20i,41.9,19000,Petrol,Pune,2021
1979,Maruti Suzuki Wagon,4.5,56000,Petrol,Thane,2015
1980,Hyundai i10 1.1L,3.59,26250,Petrol,Delhi,2015
